@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 86\nSize of the tree: 171\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

vowel,14,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,83,16,0,83.838384,16.161616,0,0.822222,0.093826,0.1918,56.764832,66.717762,342.48373,146.452407,196.031323,3.459432,1.479317,1.980114,210.493783,2.1262,61.460959,0.888889,8,0,0,1,90,0.111111,1,1,0.888889,0.941176,0.937614,0.966667,0.913889,0.838384,0.016162,0.983838,0.161616,0.860514,0.838384,0.839643,0.829365,0.925982,0.78379,0.839643,0.838384,0.021,0,0.02,0,20,0,69442,128107,16435,100,91.919192,'Number of leaves: 92\nSize of the tree: 183\n',183,92,92
vowel,14,10,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,80,19,0,80.808081,19.191919,0,0.788889,0.091761,0.189799,55.515121,66.021802,342.48373,142.922822,199.560908,3.459432,1.443665,2.015767,211.115868,2.132484,61.642598,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.808081,0.019192,0.980808,0.191919,0.822901,0.808081,0.804875,0.792165,0.945006,0.805142,0.804875,0.808081,0.023,0.001,0.02,0,20,0,75886,128107,16435,100,91.184573,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
vowel,15,1,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,74,25,0,74.747475,25.252525,0,0.722222,0.098043,0.209719,59.315768,72.950968,342.48373,169.247097,173.236633,3.459432,1.709567,1.749865,193.365513,1.953187,56.459766,1,9,0.033333,3,0.966667,87,0,0,0.75,1,0.857143,0.851469,0.974074,0.660534,0.747475,0.025253,0.974747,0.252525,0.768287,0.747475,0.74702,0.728396,0.90679,0.656009,0.74702,0.747475,0.022,0.001,0.02,0,20,0,70874,128107,16435,100,90.174472,'Number of leaves: 94\nSize of the tree: 187\n',187,94,94
vowel,15,2,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,85,14,0,85.858586,14.141414,0,0.844444,0.091872,0.181855,55.582579,63.258238,342.48373,132.781786,209.701945,3.459432,1.34123,2.118201,218.001244,2.202033,63.653022,0.888889,8,0,0,1,90,0.111111,1,1,0.888889,0.941176,0.937614,1,1,0.858586,0.014141,0.985859,0.141414,0.870576,0.858586,0.857274,0.847549,0.958193,0.869296,0.857274,0.858586,0.022,0,0.02,0,20,0,79466,128107,16435,100,91.64371,'Number of leaves: 106\nSize of the tree: 211\n',211,106,106
vowel,15,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,75,24,0,75.757576,24.242424,0,0.733333,0.097806,0.202553,59.172789,70.458044,342.48373,163.448787,179.034943,3.459432,1.650998,1.808434,196.717858,1.987049,57.438599,1,9,0.011111,1,0.988889,89,0,0,0.9,1,0.947368,0.943398,0.994444,0.916578,0.757576,0.024242,0.975758,0.242424,0.761528,0.757576,0.751337,0.732192,0.912795,0.728172,0.751337,0.757576,0.019,0.001,0.02,0,20,0,72306,128107,16435,98.989899,92.194674,'Number of leaves: 96\nSize of the tree: 191\n',191,96,96
vowel,15,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,76,23,0,76.767677,23.232323,0,0.744444,0.100941,0.208264,61.06931,72.444601,342.48373,169.052201,173.431529,3.459432,1.707598,1.751834,191.03384,1.929635,55.778953,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.990741,0.839065,0.767677,0.023232,0.976768,0.232323,0.77278,0.767677,0.765014,0.745001,0.90376,0.706851,0.765014,0.767677,0.021,0,0.02,0,20,0,78750,128107,16435,100,91.000918,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105
vowel,15,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,83,16,0,83.838384,16.161616,0,0.822222,0.091589,0.188624,55.41131,65.613049,342.48373,141.428674,201.055056,3.459432,1.428572,2.030859,213.129756,2.152826,62.230622,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.940123,0.838845,0.838384,0.016162,0.983838,0.161616,0.84432,0.838384,0.835237,0.822793,0.937767,0.79985,0.835237,0.838384,0.021,0,0.02,0,20,0,75170,128107,16435,97.979798,90.633609,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
vowel,15,6,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,69,30,0,69.69697,30.30303,0,0.666667,0.101895,0.218768,61.646577,76.098489,342.48373,181.72687,160.75686,3.459432,1.835625,1.623807,183.664083,1.855193,53.627097,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.966049,0.866533,0.69697,0.030303,0.969697,0.30303,0.718125,0.69697,0.694353,0.67202,0.894332,0.656054,0.694353,0.69697,0.025,0,0.02,0,20,0,78750,128107,16435,98.989899,90.174472,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105
vowel,15,7,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,70,29,0,70.707071,29.292929,0,0.677778,0.100778,0.210028,60.970932,73.058472,342.48373,175.316153,167.167577,3.459432,1.77087,1.688561,186.954593,1.88843,54.587876,0.888889,8,0.044444,4,0.955556,86,0.111111,1,0.666667,0.888889,0.761905,0.743812,0.932099,0.804882,0.707071,0.029293,0.970707,0.292929,0.721717,0.707071,0.697964,0.678733,0.899944,0.695735,0.697964,0.707071,0.022,0,0.02,0,20,0,71590,128107,16435,98.989899,91.64371,'Number of leaves: 95\nSize of the tree: 189\n',189,95,95
vowel,15,8,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,88,11,0,88.888889,11.111111,0,0.877778,0.093181,0.188727,56.374437,65.64881,342.48373,138.52758,203.956151,3.459432,1.399268,2.060163,215.145972,2.173192,62.819326,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.912346,0.741909,0.888889,0.011111,0.988889,0.111111,0.893067,0.888889,0.888586,0.878941,0.941751,0.824251,0.888586,0.888889,0.019,0,0.02,0,20,0,75886,128107,16435,97.979798,91.64371,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
vowel,15,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,79,20,0,79.79798,20.20202,0,0.777778,0.102132,0.210482,61.79007,73.216403,342.48373,166.999163,175.484567,3.459432,1.68686,1.772571,191.96673,1.939058,56.051343,0.888889,8,0,0,1,90,0.111111,1,1,0.888889,0.941176,0.937614,0.926543,0.902778,0.79798,0.020202,0.979798,0.20202,0.821096,0.79798,0.796808,0.784394,0.909371,0.726118,0.796808,0.79798,0.021,0,0.02,0,20,0,73738,128107,16435,98.989899,92.194674,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
vowel,15,10,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,87,12,0,87.878788,12.121212,0,0.866667,0.091082,0.183326,55.104556,63.769879,342.48373,131.850149,210.633581,3.459432,1.33182,2.127612,220.282438,2.225075,64.319096,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.878788,0.012121,0.987879,0.121212,0.903535,0.878788,0.873176,0.871747,0.95,0.816582,0.873176,0.878788,0.02,0.001,0.02,0,20,0,73022,128107,16435,100,91.2764,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
vowel,16,1,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,84,15,0,84.848485,15.151515,0,0.833333,0.090443,0.184855,54.717945,64.301852,342.48373,133.263313,209.220417,3.459432,1.346094,2.113338,217.562078,2.197597,63.524792,1,9,0.022222,2,0.977778,88,0,0,0.818182,1,0.9,0.894427,0.983951,0.751483,0.848485,0.015152,0.984848,0.151515,0.872016,0.848485,0.849597,0.840855,0.95679,0.825516,0.849597,0.848485,0.023,0,0.02,0,20,0,75886,128107,16435,100,90.817264,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
vowel,16,2,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,74,25,0,74.747475,25.252525,0,0.722222,0.099241,0.204115,60.041081,71.00134,342.48373,163.052249,179.431481,3.459432,1.646992,1.812439,194.862927,1.968312,56.896988,1,9,0.033333,3,0.966667,87,0,0,0.75,1,0.857143,0.851469,1,1,0.747475,0.025253,0.974747,0.252525,0.771671,0.747475,0.743077,0.727539,0.921773,0.744586,0.743077,0.747475,0.021,0.001,0.02,0,20,0,78750,128107,16435,100,92.378329,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105
vowel,16,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,74,25,0,74.747475,25.252525,0,0.722222,0.103629,0.21538,62.695657,74.91992,342.48373,177.051656,165.432074,3.459432,1.788401,1.671031,184.39928,1.862619,53.841763,0.777778,7,0.011111,1,0.988889,89,0.222222,2,0.875,0.777778,0.823529,0.808692,0.884568,0.653983,0.747475,0.025253,0.974747,0.252525,0.753237,0.747475,0.745219,0.723165,0.896072,0.65331,0.745219,0.747475,0.033,0.001,0.03,0,30,0,75170,128107,16435,97.979798,91.092746,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
vowel,16,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,77,22,0,77.777778,22.222222,0,0.755556,0.094816,0.201135,57.36356,69.964899,342.48373,158.708855,183.774875,3.459432,1.60312,1.856312,202.317579,2.043612,59.073632,0.888889,8,0,0,1,90,0.111111,1,1,0.888889,0.941176,0.937614,0.969136,0.91746,0.777778,0.022222,0.977778,0.222222,0.813751,0.777778,0.77918,0.767037,0.912177,0.72037,0.77918,0.777778,0.025,0,0.02,0,20,0,68726,128107,16435,100,90.082645,'Number of leaves: 91\nSize of the tree: 181\n',181,91,91
vowel,16,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,89,10,0,89.89899,10.10101,0,0.888889,0.091019,0.181475,55.066265,63.126045,342.48373,128.425969,214.057761,3.459432,1.297232,2.1622,221.505278,2.237427,64.676146,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.89899,0.010101,0.989899,0.10101,0.918125,0.89899,0.898884,0.894649,0.962514,0.876444,0.898884,0.89899,0.022,0,0.02,0,20,0,75886,128107,16435,98.989899,91.64371,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
vowel,16,6,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,75,24,0,75.757576,24.242424,0,0.733333,0.095083,0.202654,57.525346,70.493448,342.48373,160.970821,181.512909,3.459432,1.625968,1.833464,199.233449,2.012459,58.173113,0.888889,8,0,0,1,90,0.111111,1,1,0.888889,0.941176,0.937614,0.92284,0.902402,0.757576,0.024242,0.975758,0.242424,0.772786,0.757576,0.751884,0.735714,0.91908,0.705298,0.751884,0.757576,0.022,0,0.02,0,20,0,68010,128107,16435,98.989899,89.807163,'Number of leaves: 90\nSize of the tree: 179\n',179,90,90
vowel,16,7,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,79,20,0,79.79798,20.20202,0,0.777778,0.091669,0.190027,55.45988,66.100918,342.48373,145.04868,197.435051,3.459432,1.465138,1.994293,210.459891,2.125857,61.451062,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.79798,0.020202,0.979798,0.20202,0.827307,0.79798,0.804016,0.789065,0.941134,0.779747,0.804016,0.79798,0.019,0.005,0.02,0,20,0,72306,128107,16435,100,91.735537,'Number of leaves: 96\nSize of the tree: 191\n',191,96,96
vowel,16,8,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,79,20,0,79.79798,20.20202,0,0.777778,0.097606,0.200154,59.051374,69.623533,342.48373,157.989584,184.494146,3.459432,1.595854,1.863577,198.046054,2.000465,57.826412,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.916667,0.861752,0.79798,0.020202,0.979798,0.20202,0.809901,0.79798,0.796864,0.780998,0.92284,0.749627,0.796864,0.79798,0.03,0.001,0.03,0.01,30,10,73738,128107,16435,97.979798,92.011019,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
vowel,16,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,75,24,0,75.757576,24.242424,0,0.733333,0.09704,0.203179,58.70916,70.675892,342.48373,162.249858,180.233872,3.459432,1.638887,1.820544,197.388661,1.993825,57.634464,0.777778,7,0,0,1,90,0.222222,2,1,0.777778,0.875,0.872278,0.911111,0.822333,0.757576,0.024242,0.975758,0.242424,0.788211,0.757576,0.762335,0.744574,0.912177,0.684896,0.762335,0.757576,0.019,0.001,0.02,0,20,0,63714,128107,16435,98.989899,90.358127,'Number of leaves: 84\nSize of the tree: 167\n',167,84,84
vowel,16,10,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,81,18,0,81.818182,18.181818,0,0.8,0.097245,0.19762,58.833217,68.742242,342.48373,151.546552,190.937178,3.459432,1.530773,1.928658,203.73044,2.057883,59.486166,1,9,0.011111,1,0.988889,89,0,0,0.9,1,0.947368,0.943398,0.998765,0.988889,0.818182,0.018182,0.981818,0.181818,0.820917,0.818182,0.814207,0.799367,0.930527,0.755713,0.814207,0.818182,0.02,0.001,0.02,0,20,0,73738,128107,16435,100,91.000918,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
vowel,17,1,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,80,19,0,80.808081,19.191919,0,0.788889,0.101548,0.202976,61.436634,70.605442,342.48373,161.015257,181.468474,3.459432,1.626417,1.833015,192.950572,1.948996,56.33861,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.808081,0.019192,0.980808,0.191919,0.811892,0.808081,0.807953,0.790021,0.931313,0.767108,0.807953,0.808081,0.02,0,0.02,0,20,0,76602,128107,16435,100,92.745638,'Number of leaves: 102\nSize of the tree: 203\n',203,102,102
vowel,17,2,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,81,18,0,81.818182,18.181818,0,0.8,0.092452,0.188692,55.933489,65.636596,342.48373,141.320009,201.163722,3.459432,1.427475,2.031957,212.00057,2.14142,61.900917,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.818182,0.018182,0.981818,0.181818,0.854962,0.818182,0.816851,0.810394,0.944669,0.815033,0.816851,0.818182,0.021,0,0.02,0,20,0,76602,128107,16435,100,92.194674,'Number of leaves: 102\nSize of the tree: 203\n',203,102,102
vowel,17,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,79,20,0,79.79798,20.20202,0,0.777778,0.093851,0.200242,56.779665,69.654136,342.48373,155.446694,187.037036,3.459432,1.570169,1.889263,207.554217,2.096507,60.60265,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.79798,0.020202,0.979798,0.20202,0.811416,0.79798,0.789158,0.778585,0.900112,0.737103,0.789158,0.79798,0.02,0.001,0.01,0,10,0,75170,128107,16435,100,89.53168,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
vowel,17,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,85,14,0,85.858586,14.141414,0,0.844444,0.095348,0.190489,57.685391,66.261718,342.48373,143.202666,199.281065,3.459432,1.446492,2.01294,209.246031,2.113596,61.096634,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.858586,0.014141,0.985859,0.141414,0.874215,0.858586,0.860313,0.849916,0.94725,0.847481,0.860313,0.858586,0.021,0,0.01,0,10,0,79466,128107,16435,100,92.745638,'Number of leaves: 106\nSize of the tree: 211\n',211,106,106
vowel,17,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,86,13,0,86.868687,13.131313,0,0.855556,0.092578,0.187615,56.00952,65.261889,342.48373,139.308013,203.175717,3.459432,1.407152,2.05228,216.060608,2.18243,63.086386,0.888889,8,0,0,1,90,0.111111,1,1,0.888889,0.941176,0.937614,0.921605,0.902402,0.868687,0.013131,0.986869,0.131313,0.87539,0.868687,0.870135,0.858154,0.933389,0.821658,0.870135,0.868687,0.021,0.001,0.02,0,20,0,73738,128107,16435,98.989899,92.194674,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
vowel,17,6,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,84,15,0,84.848485,15.151515,0,0.833333,0.089095,0.181402,53.902297,63.100923,342.48373,130.684101,211.79963,3.459432,1.320041,2.13939,220.260797,2.224857,64.312777,0.777778,7,0,0,1,90,0.222222,2,1,0.777778,0.875,0.872278,0.898148,0.84183,0.848485,0.015152,0.984848,0.151515,0.865939,0.848485,0.843819,0.836787,0.958923,0.833111,0.843819,0.848485,0.022,0,0.02,0,20,0,69442,128107,16435,98.989899,90.541781,'Number of leaves: 92\nSize of the tree: 183\n',183,92,92
vowel,17,7,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,74,25,0,74.747475,25.252525,0,0.722222,0.098247,0.205644,59.439673,71.533298,342.48373,164.188678,178.295052,3.459432,1.658471,1.80096,192.20599,1.941475,56.121203,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.935185,0.879048,0.747475,0.025253,0.974747,0.252525,0.761249,0.747475,0.749498,0.727222,0.920595,0.709981,0.749498,0.747475,0.029,0,0.02,0.01,20,10,78750,128107,16435,98.989899,91.551882,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105
vowel,17,8,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,80,19,0,80.808081,19.191919,0,0.788889,0.091602,0.192258,55.419433,66.877068,342.48373,146.569823,195.913907,3.459432,1.480503,1.978928,211.525583,2.136622,61.762228,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.808081,0.019192,0.980808,0.191919,0.824479,0.808081,0.809074,0.794239,0.929068,0.766464,0.809074,0.808081,0.03,0.001,0.03,0,30,0,69442,128107,16435,100,91.2764,'Number of leaves: 92\nSize of the tree: 183\n',183,92,92
vowel,17,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,78,21,0,78.787879,21.212121,0,0.766667,0.096973,0.200118,58.668406,69.611205,342.48373,157.264489,185.219242,3.459432,1.58853,1.870901,200.092075,2.021132,58.423819,0.777778,7,0,0,1,90,0.222222,2,1,0.777778,0.875,0.872278,0.903086,0.842114,0.787879,0.021212,0.978788,0.212121,0.803161,0.787879,0.782491,0.769252,0.922952,0.750587,0.782491,0.787879,0.029,0.001,0.03,0,30,0,77318,128107,16435,98.989899,92.286501,'Number of leaves: 103\nSize of the tree: 205\n',205,103,103
vowel,17,10,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,70,29,0,70.707071,29.292929,0,0.677778,0.104062,0.217184,62.957565,75.547605,342.48373,182.021104,160.462626,3.459432,1.838597,1.620835,181.418177,1.832507,52.971327,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.957407,0.911111,0.707071,0.029293,0.970707,0.292929,0.715981,0.707071,0.700383,0.678176,0.893827,0.620323,0.700383,0.707071,0.032,0.001,0.03,0,30,0,68726,128107,16435,100,91.64371,'Number of leaves: 91\nSize of the tree: 181\n',181,91,91
vowel,18,1,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,80,19,0,80.808081,19.191919,0,0.788889,0.092278,0.18802,55.828204,65.403032,342.48373,140.494515,201.989215,3.459432,1.419137,2.040295,211.276838,2.134109,61.689598,0.888889,8,0,0,1,90,0.111111,1,1,0.888889,0.941176,0.937614,0.929012,0.903175,0.808081,0.019192,0.980808,0.191919,0.836731,0.808081,0.805209,0.796084,0.959091,0.839618,0.805209,0.808081,0.027,0.002,0.03,0,30,0,73022,128107,16435,98.989899,92.561983,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
vowel,18,2,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,76,23,0,76.767677,23.232323,0,0.744444,0.093773,0.201014,56.732769,69.922695,342.48373,153.126226,189.357504,3.459432,1.54673,1.912702,202.666757,2.047139,59.175587,0.888889,8,0.022222,2,0.977778,88,0.111111,1,0.8,0.888889,0.842105,0.826798,0.989506,0.92549,0.767677,0.023232,0.976768,0.232323,0.76034,0.767677,0.750847,0.736104,0.933951,0.714645,0.750847,0.767677,0.027,0.001,0.03,0,30,0,63714,128107,16435,100,89.715335,'Number of leaves: 84\nSize of the tree: 167\n',167,84,84
vowel,18,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,79,20,0,79.79798,20.20202,0,0.777778,0.095249,0.198694,57.625562,69.115816,342.48373,153.266028,189.217702,3.459432,1.548142,1.91129,204.170931,2.062333,59.614783,1,9,0.011111,1,0.988889,89,0,0,0.9,1,0.947368,0.943398,1,1,0.79798,0.020202,0.979798,0.20202,0.811003,0.79798,0.792072,0.77937,0.92789,0.738483,0.792072,0.79798,0.027,0.001,0.02,0,20,0,66578,128107,16435,100,90.266299,'Number of leaves: 88\nSize of the tree: 175\n',175,88,88
vowel,18,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,80,19,0,80.808081,19.191919,0,0.788889,0.096943,0.196226,58.650595,68.257308,342.48373,151.149719,191.334011,3.459432,1.526765,1.932667,202.584656,2.04631,59.151614,1,9,0,0,1,90,0,0,1,1,1,1,1,1,0.808081,0.019192,0.980808,0.191919,0.83161,0.808081,0.808788,0.796302,0.93569,0.78389,0.808788,0.808081,0.024,0.001,0.03,0,30,0,75170,128107,16435,100,92.470156,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
vowel,18,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0103,891,99,80,19,0,80.808081,19.191919,0,0.788889,0.09624,0.19578,58.225327,68.102224,342.48373,151.459047,191.024683,3.459432,1.529889,1.929542,203.342934,2.053969,59.37302,0.888889,8,0.011111,1,0.988889,89,0.111111,1,0.888889,0.888889,0.888889,0.877778,0.915432,0.901235,0.808081,0.019192,0.980808,0.191919,0.812216,0.808081,0.804108,0.788693,0.935859,0.78235,0.804108,0.808081,0.024,0,0.02,0,20,0,75886,128107,16435,98.989899,92.011019,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
