@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 18\nSize of the tree: 35\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

ionosphere,22,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.130567,0.258485,28.600825,54.413927,32.502297,10.830078,21.672219,0.928637,0.309431,0.619206,23.698042,0.677087,72.9119,0.916667,11,0.086957,2,0.913043,21,0.083333,1,0.846154,0.916667,0.88,0.815076,0.978261,0.952457,0.914286,0.084576,0.915424,0.085714,0.917383,0.914286,0.915048,0.815076,0.978261,0.974509,0.906667,0.914286,0.009,0,0.01,0,10,0,7458,100232,13403,100,68.571429,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
ionosphere,22,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.12254,0.268456,26.842456,56.512813,32.502297,12.564879,19.937418,0.928637,0.358997,0.569641,24.250704,0.692877,74.612279,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.947464,0.932418,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.947464,0.944889,0.902868,0.914286,0.01,0,0.01,0,10,0,7458,100232,13403,100,90,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
ionosphere,22,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,26,9,0,74.285714,25.714286,0,0.393064,0.280471,0.484455,61.43751,101.982862,32.502297,41.379439,-8.877142,0.928637,1.18227,-0.253633,12.253841,0.35011,37.701463,0.5,6,0.130435,3,0.869565,20,0.5,6,0.666667,0.5,0.571429,0.401363,0.684783,0.546429,0.742857,0.373292,0.626708,0.257143,0.734066,0.742857,0.732362,0.401363,0.684783,0.68167,0.693878,0.742857,0.006,0,0.01,0,10,0,6390,100232,13403,77.142857,52.857143,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
ionosphere,22,6,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,31,4,0,88.571429,11.428571,0,0.762712,0.116587,0.28841,25.147637,59.667746,33.329976,14.026038,19.303938,0.952285,0.400744,0.551541,24.897797,0.711366,74.700914,0.923077,12,0.136364,3,0.863636,19,0.076923,1,0.8,0.923077,0.857143,0.768137,0.984266,0.975709,0.885714,0.099001,0.900999,0.114286,0.894286,0.885714,0.887075,0.768137,0.984266,0.98279,0.880952,0.885714,0.008,0,0,0,0,0,9594,100232,13403,97.142857,58.571429,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
ionosphere,22,7,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,33,2,0,94.285714,5.714286,0,0.877622,0.083665,0.230086,18.046303,47.601431,33.329976,10.297717,23.032259,0.952285,0.29422,0.658065,27.657005,0.7902,82.979374,0.923077,12,0.045455,1,0.954545,21,0.076923,1,0.923077,0.923077,0.923077,0.877622,0.97028,0.949704,0.942857,0.065235,0.934765,0.057143,0.942857,0.942857,0.942857,0.877622,0.97028,0.965754,0.938811,0.942857,0.009,0.001,0.01,0,10,0,9238,100232,13403,97.142857,55.714286,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
ionosphere,22,8,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.119578,0.283224,25.792746,58.594902,33.329976,15.400424,17.929551,0.952285,0.440012,0.512273,25.209847,0.720281,75.637161,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.879371,0.854945,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.879371,0.867694,0.902868,0.914286,0.009,0,0.01,0,10,0,7102,100232,13403,91.428571,54.285714,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
ionosphere,22,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,33,2,0,94.285714,5.714286,0,0.877622,0.085067,0.229872,18.348813,47.557148,33.329976,10.593235,22.736741,0.952285,0.302664,0.649621,27.623806,0.789252,82.879766,0.923077,12,0.045455,1,0.954545,21,0.076923,1,0.923077,0.923077,0.923077,0.877622,0.947552,0.939321,0.942857,0.065235,0.934765,0.057143,0.942857,0.942857,0.942857,0.877622,0.947552,0.941669,0.938811,0.942857,0.009,0,0.01,0,10,0,9594,100232,13403,97.142857,57.142857,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
ionosphere,22,10,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.121233,0.280375,26.149763,58.005506,33.329976,17.123665,16.20631,0.952285,0.489248,0.463037,25.112404,0.717497,75.344801,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.895105,0.903297,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.895105,0.894054,0.902868,0.914286,0.009,0,0.01,0,10,0,8526,100232,13403,94.285714,68.571429,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,23,1,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,315,36,32,4,0,88.888889,11.111111,0,0.750865,0.132242,0.301719,28.685531,62.815624,33.969909,18.65104,15.318869,0.943609,0.518084,0.425524,24.381283,0.677258,71.773178,0.769231,10,0.043478,1,0.956522,22,0.230769,3,0.909091,0.769231,0.833333,0.756759,0.891304,0.889875,0.888889,0.163136,0.836864,0.111111,0.890505,0.888889,0.886574,0.756759,0.891304,0.890182,0.875,0.888889,0.009,0,0.01,0,10,0,8882,99923,13712,94.444444,59.722222,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
ionosphere,23,2,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,34,1,0,97.142857,2.857143,0,0.935305,0.060391,0.170856,13.228724,35.967002,32.502297,7.307756,25.194541,0.928637,0.208793,0.719844,28.733636,0.820961,88.404941,0.916667,11,0,0,1,23,0.083333,1,1,0.916667,0.956522,0.937268,0.945652,0.945238,0.971429,0.054762,0.945238,0.028571,0.972619,0.971429,0.971111,0.937268,0.945652,0.946,0.967623,0.971429,0.009,0.001,0.01,0,10,0,8882,100232,13403,97.142857,55.714286,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
ionosphere,23,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,31,4,0,88.571429,11.428571,0,0.724409,0.158481,0.332424,34.715576,69.978811,32.502297,21.162271,11.340025,0.928637,0.604636,0.324001,21.663547,0.618958,66.652358,0.666667,8,0,0,1,23,0.333333,4,1,0.666667,0.8,0.753592,0.826087,0.780952,0.885714,0.219048,0.780952,0.114286,0.902646,0.885714,0.878857,0.753592,0.826087,0.823962,0.86,0.885714,0.007,0.001,0.01,0,10,0,7102,100232,13403,88.571429,58.571429,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
ionosphere,23,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,35,0,0,100,0,0,1,0.039656,0.045183,8.68667,9.511595,32.502297,2.056391,30.445906,0.928637,0.058754,0.869883,30.445906,0.869883,93.67309,1,12,0,0,1,23,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.008,0,0.01,0,10,0,8882,100232,13403,100,54.285714,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
ionosphere,23,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,28,7,0,80,20,0,0.527938,0.216834,0.405823,47.497718,85.429972,32.502297,28.806104,3.696192,0.928637,0.823032,0.105605,16.815295,0.480437,51.735714,0.583333,7,0.086957,2,0.913043,21,0.416667,5,0.777778,0.583333,0.666667,0.539086,0.815217,0.760847,0.8,0.303623,0.696377,0.2,0.797436,0.8,0.791837,0.539086,0.815217,0.820963,0.761905,0.8,0.008,0,0,0,0,0,8170,100232,13403,94.285714,68.571429,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
ionosphere,23,6,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.086594,0.223537,18.678177,46.24653,33.329976,9.532084,23.797892,0.952285,0.272345,0.67994,27.573577,0.787816,82.729063,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.958042,0.945731,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.958042,0.950189,0.936594,0.942857,0.02,0,0.01,0,10,0,8170,100232,13403,97.142857,57.142857,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
ionosphere,23,7,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,29,6,0,82.857143,17.142857,0,0.654605,0.192317,0.372957,41.482437,77.159221,33.329976,23.422324,9.907651,0.952285,0.669209,0.283076,19.520396,0.557726,58.567088,0.923077,12,0.227273,5,0.772727,17,0.076923,1,0.705882,0.923077,0.8,0.672681,0.912587,0.900366,0.828571,0.132767,0.867233,0.171429,0.855836,0.828571,0.831429,0.672681,0.912587,0.903471,0.825,0.828571,0.013,0,0.01,0,10,0,9238,100232,13403,97.142857,70,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
ionosphere,23,8,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.824708,0.115198,0.255264,24.847863,52.81025,33.329976,10.951356,22.378619,0.952285,0.312896,0.639389,25.482649,0.728076,76.455647,1,13,0.136364,3,0.863636,19,0,0,0.8125,1,0.896552,0.837678,0.987762,0.973077,0.914286,0.050649,0.949351,0.085714,0.930357,0.914286,0.915583,0.837678,0.987762,0.984087,0.91169,0.914286,0.01,0,0.01,0,10,0,8526,100232,13403,100,65.714286,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,23,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.118408,0.256869,25.540436,53.142404,33.329976,13.251735,20.078241,0.952285,0.378621,0.573664,25.245049,0.721287,75.742778,0.846154,11,0.045455,1,0.954545,21,0.153846,2,0.916667,0.846154,0.88,0.815076,0.924825,0.934249,0.914286,0.113586,0.886414,0.085714,0.914389,0.914286,0.913524,0.815076,0.924825,0.920698,0.906667,0.914286,0.009,0,0.01,0,10,0,8882,100232,13403,97.142857,70,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
ionosphere,23,10,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.065034,0.180296,14.027708,37.300501,33.329976,7.396671,25.933305,0.952285,0.211333,0.740952,29.20603,0.834458,87.626917,0.923077,12,0,0,1,22,0.076923,1,1,0.923077,0.96,0.939651,0.991259,0.9819,0.971429,0.048352,0.951648,0.028571,0.972671,0.971429,0.971175,0.939651,0.991259,0.988139,0.968889,0.971429,0.01,0,0.01,0,10,0,9238,100232,13403,97.142857,57.142857,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
ionosphere,24,1,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,315,36,33,3,0,91.666667,8.333333,0,0.822368,0.127603,0.276219,27.679309,57.50661,33.969909,13.780059,20.18985,0.943609,0.382779,0.560829,25.143707,0.698436,74.017587,0.923077,12,0.086957,2,0.913043,21,0.076923,1,0.857143,0.923077,0.888889,0.823814,0.946488,0.89408,0.916667,0.080546,0.919454,0.083333,0.919372,0.916667,0.917284,0.823814,0.946488,0.940452,0.911111,0.916667,0.008,0.001,0.01,0,10,0,8526,99923,13712,100,70.833333,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,24,2,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.132371,0.294612,28.996137,62.018924,32.502297,17.483083,15.019214,0.928637,0.499517,0.42912,23.584822,0.673852,72.563555,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.884058,0.862698,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.884058,0.883889,0.897959,0.914286,0.008,0,0.01,0,10,0,9238,100232,13403,94.285714,61.428571,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
ionosphere,24,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,31,4,0,88.571429,11.428571,0,0.735849,0.137415,0.322363,30.101035,67.86091,32.502297,20.737232,11.765065,0.928637,0.592492,0.336145,22.840966,0.652599,70.274929,0.75,9,0.043478,1,0.956522,22,0.25,3,0.9,0.75,0.818182,0.742352,0.867754,0.845106,0.885714,0.179193,0.820807,0.114286,0.886857,0.885714,0.8829,0.742352,0.867754,0.86824,0.867424,0.885714,0.008,0,0.01,0,10,0,9238,100232,13403,91.428571,60,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
ionosphere,24,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,31,4,0,88.571429,11.428571,0,0.724409,0.131426,0.324489,28.78896,68.308325,32.502297,21.361229,11.141068,0.928637,0.610321,0.318316,23.166772,0.661908,71.277339,0.666667,8,0,0,1,23,0.333333,4,1,0.666667,0.8,0.753592,0.858696,0.835714,0.885714,0.219048,0.780952,0.114286,0.902646,0.885714,0.878857,0.753592,0.858696,0.859249,0.86,0.885714,0.009,0,0.01,0,10,0,7814,100232,13403,91.428571,55.714286,'Number of leaves: 11\nSize of the tree: 21\n',21,11,11
ionosphere,24,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,30,5,0,85.714286,14.285714,0,0.662813,0.177963,0.362686,38.982948,76.349336,32.502297,24.128599,8.373698,0.928637,0.689389,0.239249,20.083929,0.573827,61.792336,0.666667,8,0.043478,1,0.956522,22,0.333333,4,0.888889,0.666667,0.761905,0.676809,0.809783,0.771693,0.857143,0.233954,0.766046,0.142857,0.860806,0.857143,0.851312,0.676809,0.809783,0.812416,0.829932,0.857143,0.008,0,0,0,0,0,7458,100232,13403,88.571429,58.571429,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
ionosphere,24,6,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.11068,0.252819,23.873343,52.304568,33.329976,10.29264,23.037336,0.952285,0.294075,0.65821,25.702115,0.734346,77.114112,0.846154,11,0.045455,1,0.954545,21,0.153846,2,0.916667,0.846154,0.88,0.815076,0.986014,0.975608,0.914286,0.113586,0.886414,0.085714,0.914389,0.914286,0.913524,0.815076,0.986014,0.986544,0.906667,0.914286,0.009,0,0.01,0,10,0,7814,100232,13403,100,62.857143,'Number of leaves: 11\nSize of the tree: 21\n',21,11,11
ionosphere,24,7,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.824708,0.115781,0.239832,24.973599,49.617749,33.329976,9.154272,24.175703,0.952285,0.261551,0.690734,25.411837,0.726052,76.24319,1,13,0.136364,3,0.863636,19,0,0,0.8125,1,0.896552,0.837678,0.994755,0.985577,0.914286,0.050649,0.949351,0.085714,0.930357,0.914286,0.915583,0.837678,0.994755,0.990916,0.91169,0.914286,0.008,0,0.01,0,10,0,8526,100232,13403,100,60,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,24,8,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.092966,0.184151,20.052531,38.098058,33.329976,7.687978,25.641998,0.952285,0.219657,0.732629,27.709673,0.791705,83.137394,0.923077,12,0,0,1,22,0.076923,1,1,0.923077,0.96,0.939651,0.956294,0.951648,0.971429,0.048352,0.951648,0.028571,0.972671,0.971429,0.971175,0.939651,0.956294,0.951053,0.968889,0.971429,0.007,0.001,0.01,0,10,0,7458,100232,13403,100,87.142857,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
ionosphere,24,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,34,1,0,97.142857,2.857143,0,0.939759,0.082577,0.15283,17.811577,31.618312,33.329976,5.109629,28.220347,0.952285,0.145989,0.806296,28.269821,0.807709,84.818007,1,13,0.045455,1,0.954545,21,0,0,0.928571,1,0.962963,0.941469,1,1,0.971429,0.016883,0.983117,0.028571,0.973469,0.971429,0.971625,0.941469,1,1,0.969854,0.971429,0.009,0,0.01,0,10,0,9594,100232,13403,100,65.714286,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
ionosphere,24,10,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.063262,0.148294,13.645525,30.679845,33.329976,4.466665,28.86331,0.952285,0.127619,0.824666,29.386716,0.83962,88.169029,0.923077,12,0,0,1,22,0.076923,1,1,0.923077,0.96,0.939651,0.998252,0.994505,0.971429,0.048352,0.951648,0.028571,0.972671,0.971429,0.971175,0.939651,0.998252,0.996717,0.968889,0.971429,0.009,0,0.01,0,10,0,9594,100232,13403,100,61.428571,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
ionosphere,25,1,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,315,36,35,1,0,97.222222,2.777778,0,0.938776,0.064156,0.176142,13.916535,36.671442,33.969909,8.226688,25.74322,0.943609,0.228519,0.715089,29.844204,0.829006,87.854825,0.923077,12,0,0,1,23,0.076923,1,1,0.923077,0.96,0.94054,0.948161,0.950855,0.972222,0.049145,0.950855,0.027778,0.97338,0.972222,0.971962,0.94054,0.948161,0.946271,0.969362,0.972222,0.009,0,0.01,0,10,0,9238,99923,13712,97.222222,55.555556,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
ionosphere,25,2,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.146702,0.322881,31.643333,66.799296,33.329976,19.862194,13.467781,0.952285,0.567491,0.384794,23.153138,0.661518,69.46641,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.867133,0.847952,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.867133,0.857805,0.873188,0.885714,0.009,0,0.01,0,10,0,8170,100232,13403,91.428571,61.428571,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
ionosphere,25,3,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.824708,0.11727,0.238802,25.294829,49.404589,33.329976,9.51586,23.814115,0.952285,0.271882,0.680403,25.384003,0.725257,76.159679,1,13,0.136364,3,0.863636,19,0,0,0.8125,1,0.896552,0.837678,0.996503,0.989011,0.914286,0.050649,0.949351,0.085714,0.930357,0.914286,0.915583,0.837678,0.996503,0.993537,0.91169,0.914286,0.009,0,0.01,0,10,0,8526,100232,13403,100,70,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,25,4,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,30,5,0,85.714286,14.285714,0,0.667932,0.172073,0.351192,37.115835,72.656482,33.329976,21.076854,12.253122,0.952285,0.602196,0.350089,21.223945,0.606398,63.67825,0.615385,8,0,0,1,22,0.384615,5,1,0.615385,0.761905,0.708113,0.884615,0.854945,0.857143,0.241758,0.758242,0.142857,0.883598,0.857143,0.847425,0.708113,0.884615,0.870694,0.829932,0.857143,0.007,0,0.01,0,10,0,7458,100232,13403,91.428571,55.714286,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
ionosphere,25,5,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,31,4,0,88.571429,11.428571,0,0.755245,0.146997,0.303114,31.706953,62.709817,33.329976,14.589184,18.740792,0.952285,0.416834,0.535451,23.084467,0.659556,69.260376,0.846154,11,0.090909,2,0.909091,20,0.153846,2,0.846154,0.846154,0.846154,0.755245,0.956294,0.93111,0.885714,0.13047,0.86953,0.114286,0.885714,0.885714,0.885714,0.755245,0.956294,0.951556,0.877622,0.885714,0.009,0,0.01,0,10,0,8526,100232,13403,100,72.857143,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,25,6,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.066618,0.157812,14.369241,32.648983,33.329976,5.164728,28.165247,0.952285,0.147564,0.804721,29.215199,0.83472,87.654426,0.923077,12,0,0,1,22,0.076923,1,1,0.923077,0.96,0.939651,0.994755,0.985577,0.971429,0.048352,0.951648,0.028571,0.972671,0.971429,0.971175,0.939651,0.994755,0.990916,0.968889,0.971429,0.008,0,0.01,0,10,0,8526,100232,13403,100,58.571429,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,25,7,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.114876,0.29286,25.16367,61.650127,32.502297,20.772998,11.729299,0.928637,0.593514,0.335123,24.625921,0.703598,75.766711,0.916667,11,0.086957,2,0.913043,21,0.083333,1,0.846154,0.916667,0.88,0.815076,0.884058,0.748074,0.914286,0.084576,0.915424,0.085714,0.917383,0.914286,0.915048,0.815076,0.884058,0.857512,0.906667,0.914286,0.008,0,0.01,0,10,0,8882,100232,13403,91.428571,64.285714,'Number of leaves: 14\nSize of the tree: 27\n',27,14,14
ionosphere,25,8,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,30,5,0,85.714286,14.285714,0,0.662813,0.152416,0.338425,33.386827,71.242097,32.502297,20.398769,12.103527,0.928637,0.582822,0.345815,21.484341,0.613838,66.100995,0.666667,8,0.043478,1,0.956522,22,0.333333,4,0.888889,0.666667,0.761905,0.676809,0.898551,0.875325,0.857143,0.233954,0.766046,0.142857,0.860806,0.857143,0.851312,0.676809,0.898551,0.896208,0.829932,0.857143,0.009,0,0.01,0,10,0,8526,100232,13403,94.285714,61.428571,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
ionosphere,25,9,weka.classifiers.trees.J48,'-O -S -C 0.15 -B -M 2 -A -do-not-check-capabilities -num-decimal-places 4 -batch-size 256',-217733168393644444,20191004.0134,316,35,30,5,0,85.714286,14.285714,0,0.700855,0.175142,0.351196,38.36502,73.930434,32.502297,19.854662,12.647634,0.928637,0.567276,0.361361,20.114413,0.574698,61.886127,0.916667,11,0.173913,4,0.826087,19,0.083333,1,0.733333,0.916667,0.814815,0.712424,0.958333,0.942063,0.857143,0.114389,0.885611,0.142857,0.875714,0.857143,0.860096,0.712424,0.958333,0.962797,0.849268,0.857143,0.008,0,0,0.01,0,10,8526,100232,13403,97.142857,65.714286,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13
